site,surber,taxa,linear_meas,Unit,dw,FFG
Warne,s1,Acari,0.99,mm,6.57E-06,CB
Warne,s1,Austrosimulium,4.78,mm,0.000327531,FF
Warne,s1,Austrosimulium,2.59,mm,7.43E-05,FF
Warne,s1,Coloburiscus,2.39,mm,0.000224831,FF
Warne,s1,Coloburiscus,2.78,mm,0.000326591,FF
Warne,s1,Deleatidium,1.81,mm,2.82E-05,CB
Warne,s1,Deleatidium,4.43,mm,0.000435093,CB
Warne,s1,Deleatidium,2.79,mm,0.000105935,CB
Warne,s1,Deleatidium,1.89,mm,3.22E-05,CB
Warne,s1,Deleatidium,2.27,mm,5.64E-05,CB
Warne,s1,Hydraenidae,1.81,mm,0.000911307,CB
Warne,s1,Hydraenidae,1.93,mm,0.001121069,CB
Warne,s1,Hydrobiosis,5.73,mm,0.000264221,P
Warne,s1,Hydrobiosis,2.4,mm,3.82E-05,P
Warne,s1,Orthocladiinae,1.67,mm,8.37E-05,CB
Warne,s1,Orthocladiinae,2.15,mm,0.000166432,CB
Warne,s1,Orthocladiinae,2.45,mm,0.000237449,CB
Warne,s1,Orthocladiinae,2.55,mm,0.000264751,CB
Warne,s1,Orthocladiinae,2.73,mm,0.000318734,CB
Warne,s1,Orthocladiinae,2.78,mm,0.000334868,CB
Warne,s1,Orthocladiinae,2.4,mm,0.000224495,CB
Warne,s1,Orthocladiinae,2.12,mm,0.00016019,CB
Warne,s1,Orthocladiinae,2.87,mm,0.00036519,CB
Warne,s1,Orthocladiinae,2.56,mm,0.000267585,CB
Warne,s1,Orthocladiinae,2.32,mm,0.000204716,CB
Warne,s1,Orthocladiinae,2.34,mm,0.000209553,CB
Warne,s1,Orthocladiinae,2.81,mm,0.00034479,CB
Warne,s1,Orthocladiinae,1.7,mm,8.79E-05,CB
Warne,s1,Orthocladiinae,2.75,mm,0.000325127,CB
Warne,s1,Orthocladiinae,2.65,mm,0.00029396,CB
Warne,s1,Orthocladiinae,2.94,mm,0.000389934,CB
Warne,s1,Oxyethira,1.44,mm,3.65E-05,G
Warne,s1,Oxyethira,2.16,mm,0.000118372,G
Warne,s1,Oxyethira,2.08,mm,0.000106097,G
Warne,s1,Oxyethira,2.05,mm,0.000101718,G
Warne,s1,Oxyethira,1.88,mm,7.91E-05,G
Warne,s1,Oxyethira,1.88,mm,7.91E-05,G
Warne,s1,Zelandobius,1.37,mm,7.00E-05,CB
Warne,s1,Aoteapsyche,1.15,mm,3.78E-06,O
Warne,s1,Coloburiscus,1.8,mm,0.000111619,FF
Warne,s1,Deleatidium,6.04,mm,0.0011219,CB
Warne,s1,Deleatidium,1.82,mm,2.87E-05,CB
Warne,s1,Hydrobiosis,3.09,mm,6.70E-05,P
Warne,s1,Hydrobiosis,1.74,mm,1.87E-05,P
Warne,s1,Orthocladiinae,2.59,mm,0.000276203,CB
Warne,s1,Orthocladiinae,1.65,mm,8.10E-05,CB
Warne,s1,Orthocladiinae,1.6,mm,7.45E-05,CB
Warne,s1,Orthocladiinae,1.76,mm,9.65E-05,CB
Warne,s1,Orthocladiinae,2.59,mm,0.000276203,CB
Warne,s1,Orthocladiinae,2.08,mm,0.0001521,CB
Warne,s1,Orthocladiinae,1.45,mm,5.70E-05,CB
Warne,s1,Oxyethira,1.01,mm,1.30E-05,G
Warne,s1,Oxyethira,1.27,mm,2.54E-05,G
Warne,s1,Oxyethira,0.96,mm,1.13E-05,G
Warne,s1,Oxyethira,1.26,mm,2.48E-05,G
Warne,s1,Oxyethira,1.08,mm,1.58E-05,G
Warne,s1,Oxyethira,0.92,mm,9.95E-06,G
Warne,s1,Oxyethira,0.89,mm,9.04E-06,G
Warne,s1,Oxyethira,0.99,mm,1.23E-05,G
Warne,s1,Oxyethira,1.65,mm,5.42E-05,G
Warne,s1,Oxyethira,1.1,mm,1.67E-05,G
Warne,s1,Oxyethira,0.8,mm,6.64E-06,G
Warne,s1,Oxyethira,1.23,mm,2.31E-05,G
Warne,s1,Zelandobius,0.96,mm,3.78E-05,CB
Warne,s1,Zelandobius,1,mm,4.05E-05,CB
Warne,s1,Zelandobius,0.94,mm,3.64E-05,CB
Warne,s1,Ceratopogonidae,4.79,mm,0.000395283,P
Warne,s1,Empididae,2.73,mm,0.000196352,P
Warne,s1,Orthocladiinae,1.25,mm,3.81E-05,CB
Warne,s1,Orthocladiinae,2.27,mm,0.000192934,CB
Warne,s1,Oxyethira,0.9,mm,9.34E-06,G
Warne,s1,Potamopyrgus,0.93,mm,6.92E-06,G
Warne,s1,Potamopyrgus,1.17,mm,1.45E-05,G
Warne,s1,Zelandobius,0.75,mm,2.46E-05,CB
Warne,s1,Zelandobius,0.82,mm,2.87E-05,CB
Warne,s1,Zelandobius,0.74,mm,2.40E-05,CB
Warne,s2,Acari,0.67,mm,2.48E-06,CB
Warne,s2,Acari,0.72,mm,2.96E-06,CB
Warne,s2,Acari,0.6,mm,1.88E-06,CB
Warne,s2,Aoteapsyche,2.46,mm,3.80E-05,O
Warne,s2,Deleatidium,1.84,mm,2.97E-05,CB
Warne,s2,Deleatidium,1.47,mm,1.50E-05,CB
Warne,s2,Deleatidium,8.28,mm,0.002941287,CB
Warne,s2,Deleatidium,8.66,mm,0.003373507,CB
Warne,s2,Deleatidium,1.67,mm,2.21E-05,CB
Warne,s2,Deleatidium,1.47,mm,1.50E-05,CB
Warne,s2,Orthocladiinae,1.8,mm,0.000102636,CB
Warne,s2,Orthocladiinae,2.2,mm,0.000177174,CB
Warne,s2,Orthocladiinae,1.16,mm,3.11E-05,CB
Warne,s2,Orthocladiinae,1.48,mm,6.03E-05,CB
Warne,s2,Orthocladiinae,2.3,mm,0.00019995,CB
Warne,s2,Orthocladiinae,2.78,mm,0.000334868,CB
Warne,s2,Spaniocercoides,1.16,mm,1.70E-05,CB
Warne,s2,Spaniocercoides,1.79,mm,5.04E-05,CB
Warne,s3,Deleatidium,3.96,mm,0.000308854,CB
Warne,s3,Deleatidium,4.06,mm,0.000333309,CB
Warne,s3,Deleatidium,4.96,mm,0.000614526,CB
Warne,s3,Deleatidium,6.86,mm,0.001655328,CB
Warne,s3,Deleatidium,5.04,mm,0.000645316,CB
Warne,s3,Deleatidium,6.36,mm,0.001313587,CB
Warne,s3,Deleatidium,5.8,mm,0.000991174,CB
Warne,s3,Deleatidium,4.98,mm,0.000622128,CB
Warne,s3,Deleatidium,4.62,mm,0.000494663,CB
Warne,s3,Oxyethira,1.28,mm,2.59E-05,G
Warne,s3,Oxyethira,2.51,mm,0.000183001,G
Warne,s3,Oxyethira,1.71,mm,6.01E-05,G
Warne,s3,Oxyethira,2.36,mm,0.000153044,G
Warne,s3,Oxyethira,2.32,mm,0.00014564,G
Warne,s3,Oxyethira,1.72,mm,6.11E-05,G
Warne,s3,Pycnocentria,1.26,mm,1.36E-05,CB
Warne,s3,Spaniocercoides,3.92,mm,0.000359206,CB
Warne,s3,Stenoperla,5.74,mm,0.00033101,P
Warne,s3,Zephlebia,12.9,mm,0.008592675,CB
Warne,s3,Acari,0.98,mm,6.41E-06,CB
Warne,s3,Acari,0.81,mm,3.98E-06,CB
Warne,s3,Acari,0.62,mm,2.04E-06,CB
Warne,s3,Acari,0.86,mm,4.62E-06,CB
Warne,s3,Aoteapsyche,1.2,mm,4.30E-06,O
Warne,s3,Austrosimulium,1.99,mm,3.93E-05,FF
Warne,s3,Hydrobiosis,2.19,mm,3.12E-05,P
Warne,s3,Orthocladiinae,2.49,mm,0.000248145,CB
Warne,s3,Orthocladiinae,2.95,mm,0.000393552,CB
Warne,s3,Orthocladiinae,2.06,mm,0.000148154,CB
Warne,s3,Orthocladiinae,2.75,mm,0.000325127,CB
Warne,s3,Orthocladiinae,1.69,mm,8.65E-05,CB
Warne,s3,Orthocladiinae,1.93,mm,0.000124077,CB
Warne,s3,Orthocladiinae,2.44,mm,0.000234821,CB
Warne,s3,Orthocladiinae,1.71,mm,8.93E-05,CB
Warne,s3,Orthocladiinae,2.67,mm,0.000300035,CB
Warne,s3,Orthocladiinae,2.59,mm,0.000276203,CB
Warne,s3,Orthocladiinae,3.01,mm,0.000415712,CB
Warne,s3,Orthocladiinae,2.48,mm,0.000245443,CB
Warne,s3,Oxyethira,1.29,mm,2.65E-05,G
Warne,s3,Oxyethira,1.28,mm,2.59E-05,G
Warne,s3,Oxyethira,1.55,mm,4.52E-05,G
Warne,s3,Oxyethira,1.21,mm,2.20E-05,G
Warne,s3,Oxyethira,1.37,mm,3.16E-05,G
Warne,s3,Oxyethira,2.17,mm,0.000119969,G
Warne,s3,Oxyethira,1.25,mm,2.42E-05,G
Warne,s3,Oxyethira,1.08,mm,1.58E-05,G
Warne,s3,Spaniocercoides,0.81,mm,6.92E-06,CB
Warne,s3,Spaniocercoides,1.28,mm,2.18E-05,CB
Warne,s3,Spaniocercoides,1.45,mm,2.98E-05,CB
Warne,s3,Tanypodinae,2.62,mm,0.000284994,CB
Warne,s3,Aoteapsyche,1.05,mm,2.87E-06,O
Warne,s3,Aoteapsyche,1.06,mm,2.95E-06,O
Warne,s3,Aoteapsyche,0.98,mm,2.33E-06,O
Warne,s3,Empididae,1.63,mm,0.000103347,P
Warne,s3,Hydrobiosis,1.82,mm,2.07E-05,P
Warne,s3,Oxyethira,1.23,mm,2.31E-05,G
Warne,s3,Spaniocercoides,0.77,mm,6.10E-06,CB
Warne,s3,Spaniocercoides,1.51,mm,3.29E-05,CB
Warne,s3,Spaniocercoides,1.31,mm,2.31E-05,CB
Warne,s3,Spaniocercoides,0.78,mm,6.30E-06,CB
Warne,s3,Spaniocercoides,0.77,mm,6.10E-06,CB
Warne,s3,Spaniocercoides,0.81,mm,6.92E-06,CB
Warne,s3,Spaniocercoides,0.76,mm,5.90E-06,CB
Warne,s3,Spaniocercoides,0.78,mm,6.30E-06,CB
Warne,s3,Spaniocercoides,0.93,mm,9.79E-06,CB
Warne,s3,Spaniocercoides,1.32,mm,2.35E-05,CB
Warne,s3,Spaniocercoides,1.27,mm,2.14E-05,CB
Coalbrookedale,s1,Acari,0.56,mm,1.58E-06,CB
Coal,s1,Acari,0.73,mm,3.07E-06,CB
Coalbrookedale,s1,Acari,0.64,mm,2.21E-06,CB
Charming,s1,Acari,0.61,mm,1.96E-06,CB
Portal,s1,Acari,0.67,mm,2.48E-06,CB
Murray,s1,Acari,0.57,mm,1.65E-06,CB
Murray,s1,Acari,0.6,mm,1.88E-06,CB
Lankey,s1,Acari,0.69,mm,2.66E-06,CB
One Horse Creek,s1,Acari,0.72,mm,2.96E-06,CB
Kiwi,s1,Acari,0.7,mm,2.76E-06,CB
One Horse Creek,s1,Acari,1.09,mm,8.36E-06,CB
Chasm,s1,Acari,0.59,mm,1.80E-06,CB
Portal,s1,Acari,0.66,mm,2.38E-06,CB
Kiwi,s1,Acari,0.59,mm,1.80E-06,CB
Lankey,s1,Acari,0.6,mm,1.88E-06,CB
Burnet Tributary,s1,Acari,0.69,mm,2.66E-06,CB
One Horse Creek,s1,Acari,0.62,mm,2.04E-06,CB
Lankey,s1,Acari,0.53,mm,1.38E-06,CB
Lankey,s1,Acari,0.51,mm,1.25E-06,CB
Burnett,s1,Acari,0.57,mm,1.65E-06,CB
Stream X,s1,Acari,0.81,mm,3.98E-06,CB
Burnett,s1,Ameletopsis,4.92,mm,0.000741399,P
Italian,s1,Aoteapsyche,1.83,mm,1.55E-05,O
Lankey,s1,Aoteapsyche,2.13,mm,2.46E-05,O
Stream X,s1,Aoteapsyche,1.27,mm,5.11E-06,O
Stream X,s1,Aoteapsyche,1.6,mm,1.03E-05,O
Charming,s1,Aoteapsyche,0.94,mm,2.05E-06,O
Burnet Tributary,s1,Aoteapsyche,2.41,mm,3.57E-05,O
Lankey,s1,Aoteapsyche,1.39,mm,6.72E-06,O
Lankey,s1,Aoteapsyche,1.38,mm,6.58E-06,O
Chasm,s1,Aoteapsyche,2.64,mm,4.71E-05,O
Chasm,s1,Aoteapsyche,2,mm,2.03E-05,O
Lankey,s1,Aoteapsyche,1.62,mm,1.07E-05,O
Italian,s1,Aoteapsyche,2.09,mm,2.32E-05,O
Chasm,s1,Aoteapsyche,1.51,mm,8.64E-06,O
Sullivan West,s1,Aoteapsyche,2.27,mm,2.98E-05,O
Kiwi,s1,Aoteapsyche,2.42,mm,3.62E-05,O
Charming,s1,Aoteapsyche,0.88,mm,1.68E-06,O
Charming,s1,Aoteapsyche,0.75,mm,1.03E-06,O
Burke,s1,Aoteapsyche,1.22,mm,4.53E-06,O
Sullivan East,s1,Aoteapsyche,0.76,mm,1.08E-06,O
Italian,s1,Aoteapsyche,3.32,mm,9.44E-05,O
Italian,s1,Aoteapsyche,2.99,mm,6.87E-05,O
Lankey,s1,Aoteapsyche,2.32,mm,3.18E-05,O
Lankey,s1,Aoteapsyche,2.21,mm,2.75E-05,O
Burke,s1,Aoteapsyche,1.66,mm,1.15E-05,O
Lankey,s1,Aoteapsyche,1.51,mm,8.64E-06,O
Murray,s1,Aoteapsyche,0.99,mm,2.40E-06,O
Italian,s1,Aoteapsyche,1.4,mm,6.87E-06,O
Kiwi,s1,Aoteapsyche,3.07,mm,7.45E-05,O
Burke,s1,Aoteapsyche,1.19,mm,4.20E-06,O
Burke,s1,Aoteapsyche,2.29,mm,3.06E-05,O
Italian,s1,Aoteapsyche,3.31,mm,9.36E-05,O
Italian,s1,Aoteapsyche,2.35,mm,3.31E-05,O
Italian,s1,Aoteapsyche,3.33,mm,9.53E-05,O
Lankey,s1,Aoteapsyche,1.63,mm,1.09E-05,O
Burke,s1,Aoteapsyche,1.28,mm,5.23E-06,O
Burke,s1,Aoteapsyche,2.12,mm,2.42E-05,O
Italian,s1,Aoteapsyche,2.21,mm,2.75E-05,O
Italian,s1,Aoteapsyche,2.44,mm,3.71E-05,O
Lankey,s1,Aoteapsyche,2.29,mm,3.06E-05,O
Kiwi,s1,Aoteapsyche,1.76,mm,1.38E-05,O
Italian,s1,Aoteapsyche,1.8,mm,1.47E-05,O
Lankey,s1,Aoteapsyche,3.03,mm,7.16E-05,O
Kiwi,s1,Aoteapsyche,2.16,mm,2.56E-05,O
Burke,s1,Aoteapsyche,1.84,mm,1.57E-05,O
Burke,s1,Aoteapsyche,1.65,mm,1.13E-05,O
Italian,s1,Aoteapsyche,3.53,mm,0.000113757,O
Lankey,s1,Aoteapsyche,1.61,mm,1.05E-05,O
Lankey,s1,Aoteapsyche,2.91,mm,6.33E-05,O
Lankey,s1,Aoteapsyche,3.21,mm,8.53E-05,O
Burke,s1,Aoteapsyche,1.5,mm,8.47E-06,O
Burke,s1,Aoteapsyche,1.59,mm,1.01E-05,O
Burke,s1,Aoteapsyche,2.1,mm,2.35E-05,O
Burke,s1,Aoteapsyche,1.54,mm,9.18E-06,O
Burke,s1,Aoteapsyche,1.59,mm,1.01E-05,O
Burke,s1,Aoteapsyche,1.69,mm,1.22E-05,O
Lankey,s1,Aoteapsyche,1.76,mm,1.38E-05,O
Lankey,s1,Aoteapsyche,1.81,mm,1.50E-05,O
Coorang,S1,Aoteapsyche,8.06,mm,0.001393717,O
Italian,s1,Aoteapsyche,2.16,mm,2.56E-05,O
Italian,s1,Aoteapsyche,1.85,mm,1.60E-05,O
Lankey,s1,Aoteapsyche,3.15,mm,8.05E-05,O
Kiwi,s1,Aoteapsyche,5.33,mm,0.000397267,O
Burke,s1,Aoteapsyche,2.2,mm,2.71E-05,O
Lankey,s1,Aoteapsyche,3.25,mm,8.85E-05,O
Lankey,s1,Aoteapsyche,2.1,mm,2.35E-05,O
Italian,s1,Aoteapsyche,4.78,mm,0.000285453,O
Italian,s1,Aoteapsyche,4.77,mm,0.000283644,O
Italian,s1,Aoteapsyche,4.04,mm,0.000171335,O
Burke,s1,Aoteapsyche,1.32,mm,5.75E-06,O
Burke,s1,Aoteapsyche,1.23,mm,4.64E-06,O
Lankey,s1,Aoteapsyche,3.8,mm,0.000142273,O
Burke,s1,Aoteapsyche,1.62,mm,1.07E-05,O
Lankey,s1,Aoteapsyche,3.01,mm,7.01E-05,O
Italian,s1,Aoteapsyche,2.68,mm,4.93E-05,O
Italian,s1,Aoteapsyche,5.1,mm,0.000347491,O
Italian,s1,Aoteapsyche,3.66,mm,0.000126954,O
Lankey,s1,Aoteapsyche,2.22,mm,2.78E-05,O
Lankey,s1,Aoteapsyche,1.95,mm,1.88E-05,O
Lankey,s1,Aoteapsyche,3.59,mm,0.000119728,O
Lankey,s1,Aoteapsyche,4.84,mm,0.000296466,O
Lankey,s1,Aoteapsyche,2.19,mm,2.67E-05,O
Lankey,s1,Aoteapsyche,4.47,mm,0.000232893,O
Lankey,s1,Aoteapsyche,3.02,mm,7.08E-05,O
Burke,s1,Aoteapsyche,1.59,mm,1.01E-05,O
Lankey,s1,Aoteapsyche,4.76,mm,0.000281843,O
Lankey,s1,Aoteapsyche,3.91,mm,0.000155144,O
Lankey,s1,Aoteapsyche,6.78,mm,0.000824588,O
Lankey,s1,Aoteapsyche,6.03,mm,0.000577728,O
Chasm,s1,Aphrophila,1.97,mm,4.73E-05,P
One Horse Creek,s1,Archichauliodes,3.19,mm,8.95E-05,P
One Horse Creek,s1,Archichauliodes,2.94,mm,7.19E-05,P
Italian,s1,Archichauliodes,1.96,mm,2.43E-05,P
One Horse Creek,s1,Archichauliodes,7.56,mm,0.000902721,P
One Horse Creek,s1,Archichauliodes,3.51,mm,0.00011563,P
One Horse Creek,s1,Archichauliodes,5.49,mm,0.00038317,P
One Horse Creek,s1,Archichauliodes,13.56,mm,0.004316831,P
Lankey,s1,Archichauliodes,1.92,mm,2.30E-05,P
One Horse Creek,s1,Archichauliodes,7.45,mm,0.000867969,P
Italian,s1,Archichauliodes,1.99,mm,2.53E-05,P
One Horse Creek,s1,Archichauliodes,3.45,mm,0.000110412,P
One Horse Creek,s1,Archichauliodes,14.56,mm,0.005223146,P
One Horse Creek,s1,Archichauliodes,13.16,mm,0.00398415,P
One Horse Creek,s1,Archichauliodes,6.23,mm,0.000537623,P
One Horse Creek,s1,Archichauliodes,4.33,mm,0.000202904,P
Italian,s1,Archichauliodes,5.67,mm,0.000417751,P
One Horse Creek,s1,Archichauliodes,3.08,mm,8.15E-05,P
One Horse Creek,s1,Archichauliodes,3.75,mm,0.00013804,P
One Horse Creek,s1,Archichauliodes,14.09,mm,0.0047837,P
One Horse Creek,s1,Archichauliodes,11.55,mm,0.002808926,P
Sullivan West,s1,Austroclima,5.63,mm,0.000905053,CB
Italian,s1,Austroperla,3.03,mm,0.000147294,S
Coorang,S1,Austroperla,1.82,mm,3.93E-05,S
Coorang,S1,Austroperla,1.61,mm,2.86E-05,S
Charming,s1,Austroperla,1.57,mm,2.68E-05,S
Burke,s1,Austroperla,3.82,mm,0.000268462,S
Burke,s1,Austroperla,3.84,mm,0.000272119,S
Coorang,S1,Austrosimulium,1.27,mm,1.32E-05,FF
Coorang,S1,Austrosimulium,1.62,mm,2.39E-05,FF
Kiwi,s1,Austrosimulium,1.98,mm,3.88E-05,FF
Kiwi,s1,Austrosimulium,1.4,mm,1.68E-05,FF
Lankey,s1,Austrosimulium,2.38,mm,6.06E-05,FF
Kiwi,s1,Austrosimulium,5.08,mm,0.000379525,FF
Lankey,s1,Austrosimulium,1.25,mm,1.27E-05,FF
Lankey,s1,Austrosimulium,2.97,mm,0.000103515,FF
Burke,s1,Austrosimulium,1.28,mm,1.35E-05,FF
Burke,s1,Austrosimulium,2.91,mm,9.85E-05,FF
Burnett,s1,Austrosimulium,2.46,mm,6.56E-05,FF
Kiwi,s1,Austrosimulium,1.78,mm,3.00E-05,FF
Lankey,s1,Austrosimulium,1.33,mm,1.48E-05,FF
Kiwi,s1,Austrosimulium,1.68,mm,2.61E-05,FF
Kiwi,s1,Austrosimulium,1.75,mm,2.88E-05,FF
Kiwi,s1,Austrosimulium,1.48,mm,1.92E-05,FF
Lankey,s1,Austrosimulium,1.44,mm,1.79E-05,FF
Coorang,S1,Austrosimulium,1.52,mm,2.05E-05,FF
Lankey,s1,Austrosimulium,1.87,mm,3.38E-05,FF
Lankey,s1,Austrosimulium,1.33,mm,1.48E-05,FF
Lankey,s1,Austrosimulium,1.26,mm,1.30E-05,FF
Coorang,S1,Austrosimulium,2.13,mm,4.63E-05,FF
Lankey,s1,Austrosimulium,3.22,mm,0.000125882,FF
Sullivan East,s1,Austrosimulium,0.7,mm,3.13E-06,FF
Chasm,s1,Austrosimulium,1.24,mm,1.25E-05,FF
Lankey,s1,Austrosimulium,1.53,mm,2.08E-05,FF
Lankey,s1,Austrosimulium,1.68,mm,2.61E-05,FF
Italian,s1,Austrosimulium,1.84,mm,3.25E-05,FF
Lankey,s1,Austrosimulium,2.31,mm,5.63E-05,FF
Lankey,s1,Austrosimulium,3.16,mm,0.000120279,FF
Lankey,s1,Austrosimulium,2.34,mm,5.81E-05,FF
Lankey,s1,Austrosimulium,2.78,mm,8.82E-05,FF
Coorang,S1,Austrosimulium,0.73,mm,3.47E-06,FF
Burke,s1,Austrosimulium,3.57,mm,0.000161596,FF
Chasm,s1,Austrosimulium,2.18,mm,4.90E-05,FF
Lankey,s1,Austrosimulium,2.53,mm,7.02E-05,FF
Burke,s1,Austrosimulium,1.24,mm,1.25E-05,FF
Burke,s1,Austrosimulium,2.71,mm,8.29E-05,FF
Coorang,S1,Austrosimulium,5.14,mm,0.000390467,FF
Coorang,S1,Austrosimulium,5.33,mm,0.000426325,FF
Lankey,s1,Austrosimulium,1.64,mm,2.46E-05,FF
Lankey,s1,Austrosimulium,2.15,mm,4.74E-05,FF
Burke,s1,Austrosimulium,4.07,mm,0.000221932,FF
Burke,s1,Austrosimulium,3.6,mm,0.000164903,FF
Lankey,s1,Austrosimulium,1.12,mm,9.77E-06,FF
Lankey,s1,Austrosimulium,3.85,mm,0.000194002,FF
Lankey,s1,Austrosimulium,2.56,mm,7.23E-05,FF
Burke,s1,Austrosimulium,1.7,mm,2.68E-05,FF
Italian,s1,Austrosimulium,4.81,mm,0.000332529,FF
Lankey,s1,Austrosimulium,2.45,mm,6.50E-05,FF
Lankey,s1,Austrosimulium,4.58,mm,0.00029534,FF
Burke,s1,Austrosimulium,4.85,mm,0.000339262,FF
Lankey,s1,Austrosimulium,1.59,mm,2.28E-05,FF
Kiwi,s1,Austrosimulium,4.93,mm,0.000352967,FF
Burke,s1,Austrosimulium,4.31,mm,0.000254947,FF
Coorang,S1,Austrosimulium,2.45,mm,6.50E-05,FF
Coorang,S1,Austrosimulium,3.05,mm,0.000110394,FF
Lankey,s1,Austrosimulium,2.07,mm,4.32E-05,FF
Lankey,s1,Austrosimulium,1.42,mm,1.74E-05,FF
Lankey,s1,Austrosimulium,2.59,mm,7.43E-05,FF
Burke,s1,Austrosimulium,4.79,mm,0.000329192,FF
Lankey,s1,Austrosimulium,2.85,mm,9.37E-05,FF
Lankey,s1,Austrosimulium,1.14,mm,1.02E-05,FF
Lankey,s1,Austrosimulium,2.29,mm,5.52E-05,FF
Coorang,S1,Austrosimulium,3.07,mm,0.000112154,FF
Lankey,s1,Austrosimulium,1.24,mm,1.25E-05,FF
Lankey,s1,Austrosimulium,1.54,mm,2.11E-05,FF
Lankey,s1,Austrosimulium,1.29,mm,1.38E-05,FF
Lankey,s1,Austrosimulium,1.64,mm,2.46E-05,FF
Lankey,s1,Austrosimulium,3.3,mm,0.000133586,FF
Kiwi,s1,Austrosimulium,4.59,mm,0.000296903,FF
Chasm,s1,Austrosimulium,1.15,mm,1.04E-05,FF
Burke,s1,Austrosimulium,1.64,mm,2.46E-05,FF
Lankey,s1,Austrosimulium,1.58,mm,2.25E-05,FF
Lankey,s1,Austrosimulium,1.69,mm,2.64E-05,FF
Lankey,s1,Austrosimulium,3.5,mm,0.000154033,FF
Lankey,s1,Austrosimulium,1.61,mm,2.35E-05,FF
Lankey,s1,Austrosimulium,1.23,mm,1.23E-05,FF
Lankey,s1,Austrosimulium,1.63,mm,2.42E-05,FF
Lankey,s1,Austrosimulium,1.59,mm,2.28E-05,FF
Lankey,s1,Austrosimulium,1.86,mm,3.33E-05,FF
Kiwi,s1,Austrosimulium,4.5,mm,0.000283008,FF
Burnet Tributary,s1,Austrosimulium,4.03,mm,0.00021669,FF
Lankey,s1,Austrosimulium,1.47,mm,1.89E-05,FF
Lankey,s1,Austrosimulium,1.29,mm,1.38E-05,FF
Lankey,s1,Austrosimulium,1.45,mm,1.83E-05,FF
Italian,s1,Beraeoptera,4.45,mm,0.000284595,CB
Italian,s1,Beraeoptera,4.04,mm,0.00022488,CB
Italian,s1,Beraeoptera,3.67,mm,0.000177957,CB
Italian,s1,Beraeoptera,3.72,mm,0.000183922,CB
Italian,s1,Beraeoptera,1.05,mm,8.44E-06,CB
Italian,s1,Beraeoptera,3.53,mm,0.000161868,CB
Italian,s1,Beraeoptera,1.33,mm,1.50E-05,CB
Italian,s1,Beraeoptera,4.05,mm,0.000226238,CB
Italian,s1,Beraeoptera,1.22,mm,1.22E-05,CB
Italian,s1,Beraeoptera,1.33,mm,1.50E-05,CB
Italian,s1,Beraeoptera,4.59,mm,0.000306904,CB
Italian,s1,Beraeoptera,4.18,mm,0.000244341,CB
Italian,s1,Beraeoptera,1.95,mm,3.81E-05,CB
Italian,s1,Beraeoptera,3.32,mm,0.0001394,CB
Italian,s1,Beraeoptera,0.93,mm,6.28E-06,CB
Italian,s1,Beraeoptera,4.71,mm,0.000326822,CB
Italian,s1,Beraeoptera,4.53,mm,0.000297222,CB
Italian,s1,Beraeoptera,3.82,mm,0.000196201,CB
Italian,s1,Beraeoptera,4.06,mm,0.000227602,CB
Italian,s1,Beraeoptera,0.85,mm,5.04E-06,CB
Italian,s1,Beraeoptera,3.21,mm,0.000128414,CB
Italian,s1,Beraeoptera,3.59,mm,0.000168653,CB
Italian,s1,Beraeoptera,4.18,mm,0.000244341,CB
Italian,s1,Beraeoptera,5.06,mm,0.000389184,CB
Italian,s1,Beraeoptera,1.91,mm,3.62E-05,CB
Lankey,s1,Beraeoptera,1.21,mm,1.19E-05,CB
Italian,s1,Beraeoptera,4.12,mm,0.000235884,CB
Stream X,s1,Beraeoptera,1.77,mm,3.01E-05,CB
Italian,s1,Beraeoptera,1.28,mm,1.37E-05,CB
Italian,s1,Beraeoptera,3.8,mm,0.000193708,CB
Murray,s1,Beraeoptera,1.26,mm,1.32E-05,CB
Lankey,s1,Beraeoptera,0.99,mm,7.31E-06,CB
Lankey,s1,Beraeoptera,0.99,mm,7.31E-06,CB
Italian,s1,Beraeoptera,1.23,mm,1.24E-05,CB
Italian,s1,Beraeoptera,4.11,mm,0.000234491,CB
One Horse Creek,s1,Ceratopogonidae,4.09,mm,0.000324729,P
Lankey,s1,Ceratopogonidae,5.82,mm,0.000503706,P
One Horse Creek,s1,Ceratopogonidae,3.71,mm,0.000287618,P
One Horse Creek,s1,Ceratopogonidae,3.68,mm,0.000284727,P
Murray,s1,Ceratopogonidae,3.85,mm,0.000301187,P
One Horse Creek,s1,Ceratopogonidae,3.98,mm,0.000313896,P
Mine,s1,Ceratopogonidae,3.26,mm,0.000244867,P
Burke,s1,Ceratopogonidae,1.6,mm,0.000100985,P
One Horse Creek,s1,Ceratopogonidae,4.41,mm,0.000356644,P
Murray,s1,Ceratopogonidae,3.82,mm,0.000298269,P
Burke,s1,Ceratopogonidae,3.49,mm,0.000266549,P
Italian,s1,Ceratopogonidae,3.96,mm,0.000311934,P
Burke,s1,Ceratopogonidae,2.39,mm,0.000166398,P
Burke,s1,Ceratopogonidae,3.52,mm,0.000269403,P
One Horse Creek,s1,Ceratopogonidae,3.09,mm,0.000229078,P
Charming,s1,Chironominae,2.11,mm,0.000158142,CB
Burke,s1,Chironominae,1.65,mm,8.10E-05,CB
Charming,s1,Chironominae,3.12,mm,0.000458355,CB
Burke,s1,Chironominae,1.72,mm,9.07E-05,CB
